SEQN,OCQ130,OCQ150,OCQ160,OCQ180,OCQ210,OCD230,OCD240,OCQ260,OCD270,OCQ280,OCQ290G,OCQ290Q,OCQ300,OCQ310A,OCQ310B,OCQ310C,OCQ330A,OCQ330B,OCQ330C,OCQ330D,OCQ330E,OCQ340,OCQ350,OCQ360,OCQ380,OCQ390G,OCD390,OCD395,OCQ420,OCQ430,OCQ440,OCQ450,OCQ470G,OCD470,OCD480,RIAGENDR
6023.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Female
6024.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
6025.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,,,,,,,,,,Male
6027.0,,1.0,,40.0,,42.0,11.0,1.0,36.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
6029.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,Female 
6030.0,,1.0,,42.0,,4.0,30.0,1.0,36.0,1.0,2.0,,1.0,2.0,2.0,1.0,,,,4.0,,2.0,,,,2.0,,,,,,,,,,M
6032.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,20.0,2.0,2.0,,,,,,,Male
6033.0,,1.0,,35.0,,28.0,11.0,1.0,3.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,6.0,24.0,,,,,4.0,,,Male
6034.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,Female
6035.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, F
6036.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
6037.0,,1.0,,40.0,,4.0,30.0,1.0,84.0,1.0,2.0,,1.0,2.0,2.0,2.0,,,,,,1.0,2.0,,,1.0,31.0,180.0,,1.0,12.0,2.0,,,,Male
6038.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
6039.0,,1.0,,42.0,,42.0,15.0,1.0,120.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
6041.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
6043.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
6044.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,20.0,360.0,2.0,,,,,,,Female
6045.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,11.0,7.0,1.0,1.0,5.0,2.0,,,,Female
6046.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,Male
6047.0,,1.0,,50.0,,31.0,16.0,1.0,6.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,1.0,36.0,,,,,,,,Female
6049.0,,1.0,,88.0,,34.0,23.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,,,,,1.0,1.0,3.0,,1.0,27.0,6.0,,1.0,4.0,2.0,,,,M
6050.0,,1.0,,25.0,2.0,1.0,26.0,6.0,120.0,2.0,1.0,5.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
6051.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,23.0,72.0,2.0,,,,,,,Male
6053.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
6054.0,,1.0,,40.0,,37.0,14.0,1.0,120.0,1.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,F
6055.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
6058.0,,1.0,,46.0,,20.0,39.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,3.0,,,2.0,,,,,,,,,,,,,,Male
6061.0,,,,30.0,2.0,20.0,,,7.0,,,,2.0,,,,,,,,,,,,,1.0,7.0,18.0,,,,,,,,
6062.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
6063.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,10.0,480.0,2.0,,,,,,,Male
6064.0,,1.0,,65.0,,27.0,11.0,1.0,84.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
6066.0,,1.0,,65.0,,44.0,18.0,2.0,432.0,1.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,Male 
6067.0,,1.0,,40.0,,31.0,18.0,1.0,24.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,4.0,,,Female
6068.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F
6069.0,,1.0,,40.0,,4.0,30.0,1.0,96.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
6071.0,,1.0,,40.0,,23.0,11.0,1.0,0.0,2.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,1.0,16.0,24.0,,1.0,6.0,2.0,,,,Female
6072.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,36.0,300.0,1.0,1.0,10.0,2.0,,,,Male
6073.0,,1.0,,45.0,,25.0,28.0,1.0,6.0,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,2.0,,,,,,,,,,M
6074.0,,1.0,,40.0,,39.0,8.0,1.0,120.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
6075.0,,1.0,,40.0,,31.0,33.0,1.0,1.0,2.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,,,4.0,,1.0,1.0,6.0,,1.0,15.0,120.0,,2.0,,,,,,Male
6076.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
6077.0,,1.0,,40.0,,40.0,5.0,4.0,372.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,F
6078.0,,1.0,,60.0,,12.0,10.0,1.0,12.0,1.0,2.0,,1.0,2.0,2.0,1.0,,2.0,,,,1.0,2.0,,,1.0,27.0,48.0,,1.0,5.0,2.0,4.0,,,Male
6079.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,98.0,240.0,1.0,1.0,8.0,2.0,,,,F
6080.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,17.0,36.0,2.0,,,,,,,Female
6081.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,468.0,2.0,,,,,,,Male
6082.0,,1.0,,20.0,2.0,40.0,12.0,3.0,288.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,F
6083.0,,1.0,,50.0,,40.0,30.0,3.0,24.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,2.0,,,,1.0,2.0,,,1.0,9.0,108.0,,2.0,,,4.0,,,Male
6085.0,,1.0,,40.0,,13.0,31.0,1.0,300.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,5.0,1.0,1.0,6.0,,2.0,,,,,,,,,,M
6086.0,,1.0,,48.0,,35.0,24.0,5.0,192.0,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,1.0,1.0,8.0,,2.0,,,,,,,,,,F
6087.0,,1.0,,40.0,,7.0,40.0,1.0,60.0,1.0,1.0,1.0,2.0,,,,,,,,,1.0,1.0,10.0,,2.0,,,,,,,,,,Female
6089.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,6.0,456.0,2.0,,,,,,,F
6090.0,,1.0,,40.0,,30.0,23.0,4.0,12.0,1.0,1.0,2.0,2.0,,,,,,,,,1.0,1.0,4.0,,1.0,29.0,24.0,,1.0,8.0,1.0,4.0,,,M
6093.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,F
6094.0,,1.0,,40.0,,41.0,20.0,4.0,216.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
6095.0,,1.0,,46.0,,14.0,3.0,1.0,48.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
6096.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,30.0,540.0,2.0,,,,,,,Male
6097.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,30.0,180.0,2.0,,,,,,,Male 
6099.0,,1.0,,40.0,,4.0,30.0,1.0,12.0,2.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,Male
6102.0,,1.0,,40.0,,39.0,4.0,1.0,120.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,, Female
6103.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
6104.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,5.0,360.0,2.0,,,,,,,Female
6105.0,,1.0,,40.0,,18.0,23.0,1.0,18.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,1.0,,,,,1.0,1.0,5.0,,2.0,,,,,,,,,,Female
6106.0,,1.0,,100.0,,18.0,1.0,1.0,96.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,4.0,,,Male
6107.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,5.0,144.0,2.0,,,,,,,Female
6109.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,7.0,60.0,1.0,1.0,1.0,1.0,,,,  F
6110.0,,1.0,,27.0,1.0,29.0,7.0,1.0,8.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,1.0,84.0,,,,,,,,F
6113.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
6114.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
6115.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,48.0,2.0,,,,,,,  Female
6116.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,48.0,2.0,,,,,,,Female
6117.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,240.0,2.0,,,,,,,
6120.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,, F
6121.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,35.0,540.0,2.0,,,,,,, M
6122.0,,1.0,,41.0,,24.0,11.0,1.0,10.0,1.0,2.0,,1.0,2.0,2.0,1.0,,,,4.0,,2.0,,,,1.0,20.0,276.0,,,,,,,,Female
6123.0,,1.0,,55.0,,39.0,22.0,1.0,60.0,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,2.0,,,,,,,,,, F
6124.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,,Female 
6125.0,,1.0,,40.0,,44.0,14.0,4.0,144.0,1.0,1.0,3.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,F  
6127.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,38.0,360.0,1.0,1.0,8.0,2.0,,,,Male
6128.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
6129.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,38.0,3.0,2.0,,,,,,,Male
6130.0,,1.0,,55.0,,27.0,1.0,1.0,18.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,10.0,204.0,,,,,,,,F
6131.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,30.0,360.0,2.0,,,,,,,M  
6133.0,,1.0,,40.0,,19.0,14.0,1.0,0.0,1.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,1.0,18.0,24.0,,1.0,8.0,2.0,,,,Male
6135.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,, F
6136.0,,1.0,,17.0,2.0,27.0,11.0,1.0,2.0,2.0,1.0,5.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,, Female
6138.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,600.0,2.0,,,,,,,Male
6139.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Female
6140.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,,F 
6141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6142.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,,,,,,,,,,Male
6143.0,,1.0,,20.0,2.0,37.0,22.0,1.0,24.0,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,2.0,,,,,,,,,,F
6145.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
6146.0,,1.0,,35.0,,37.0,4.0,5.0,132.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,4.0,,,Male 
6147.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,11.0,480.0,2.0,,,,,,,Male
6148.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,33.0,480.0,1.0,1.0,8.0,1.0,,,,Male
6149.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,98.0,36.0,2.0,,,,,,,F
6153.0,,1.0,,10.0,2.0,40.0,5.0,3.0,36.0,1.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,Male
6154.0,,1.0,,4.0,2.0,36.0,5.0,1.0,156.0,2.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,Female
6157.0,,1.0,,50.0,,29.0,1.0,1.0,108.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
6159.0,,1.0,,50.0,,29.0,16.0,2.0,84.0,1.0,1.0,0.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,  Female
6160.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,30.0,240.0,1.0,1.0,5.0,2.0,,,,Male
6161.0,,1.0,,60.0,,1.0,27.0,1.0,24.0,1.0,1.0,10.0,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,1.0,30.0,120.0,,,,,,,,  Male
6162.0,,1.0,,40.0,,38.0,4.0,2.0,144.0,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,2.0,,,,,,,,,,M
6163.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,37.0,2.0,2.0,,,,,,,Male
6164.0,,1.0,,40.0,,11.0,15.0,1.0,84.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,2.0,,,M
6165.0,,1.0,,40.0,,30.0,2.0,1.0,5.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,1.0,60.0,,,,,,,,Female
6166.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,23.0,5.0,2.0,,,,,,,  Male
6167.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,,F
6168.0,,1.0,,72.0,,31.0,18.0,1.0,5.0,2.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,M
6169.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,33.0,312.0,1.0,1.0,8.0,1.0,,,,Male
6170.0,,1.0,,20.0,1.0,31.0,23.0,5.0,132.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,,3.0,,,1.0,2.0,,,2.0,,,,,,,,,,  Male
6171.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,,,,,,,,,,Female
6173.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,17.0,504.0,2.0,,,,,,,Female
6175.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,360.0,2.0,,,,,,,Male
6177.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
6178.0,,1.0,,30.0,2.0,41.0,5.0,1.0,0.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,F 
6179.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,99999.0,2.0,,,,,,,M
6181.0,,1.0,,46.0,,36.0,27.0,1.0,60.0,2.0,2.0,,1.0,2.0,2.0,1.0,,2.0,,,,2.0,,,,2.0,,,,,,,,,,Male
6183.0,,1.0,,32.0,1.0,4.0,37.0,1.0,180.0,1.0,2.0,,1.0,2.0,1.0,1.0,,2.0,,,,1.0,1.0,4.0,,2.0,,,,,,,,,,Male
6184.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,,Female
6185.0,,,,40.0,,24.0,,,216.0,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,
6187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6188.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,420.0,2.0,,,,,,,Male
6189.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,16.0,216.0,2.0,,,,,,,Female
6190.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,23.0,6.0,2.0,,,,4.0,,,Female
6192.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
6195.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,98.0,156.0,1.0,2.0,,,,,,Female
6196.0,,1.0,,40.0,,22.0,10.0,1.0,180.0,1.0,2.0,,1.0,2.0,2.0,1.0,,,,4.0,,2.0,,,,2.0,,,,,,,,,,Male
6197.0,,1.0,,55.0,,30.0,10.0,1.0,24.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,98.0,36.0,,,,,,,,Female
6198.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,14.0,48.0,2.0,,,,,,, Female
6199.0,,1.0,,40.0,,41.0,7.0,4.0,0.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,98.0,276.0,,,,,,,,Male
6200.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,23.0,12.0,2.0,,,,,,,Male
6201.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,29.0,360.0,2.0,,,,,,,M
6203.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,21.0,360.0,2.0,,,,,,,F
6205.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,Female 
6206.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
6207.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Female
6209.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,7.0,96.0,2.0,,,,,,,F
6210.0,,1.0,,43.0,,31.0,18.0,1.0,3.0,2.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,1.0,33.0,12.0,,1.0,8.0,1.0,,,,M
6211.0,,1.0,,40.0,,5.0,31.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,5.0,1.0,1.0,8.0,,2.0,,,,,,,,,,Female 
6212.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,8.0,180.0,2.0,,,,,,,Male 
6213.0,,2.0,1.0,2.0,2.0,2.0,27.0,5.0,540.0,2.0,2.0,,1.0,1.0,2.0,1.0,,2.0,,,,1.0,1.0,7.0,,2.0,,,,,,,,,,Male
6214.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,Female
6215.0,,1.0,,60.0,,4.0,28.0,1.0,36.0,1.0,2.0,,1.0,2.0,2.0,2.0,,,,,,2.0,,,,1.0,33.0,144.0,,,,,,,,  Male
6216.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,17.0,60.0,2.0,,,,,,,F
6217.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,19.0,48.0,1.0,2.0,,,,,,F
6218.0,,1.0,,35.0,,41.0,4.0,4.0,24.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,  Female
6219.0,,1.0,,80.0,,17.0,35.0,5.0,180.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
6220.0,,2.0,2.0,,1.0,5.0,33.0,1.0,24.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,,,,,1.0,1.0,12.0,,1.0,20.0,60.0,,2.0,,,,,,Male
6222.0,,2.0,2.0,,1.0,27.0,20.0,1.0,120.0,2.0,2.0,,1.0,2.0,2.0,1.0,,,,,5.0,2.0,,,,2.0,,,,,,,,,,Female
6223.0,,1.0,,40.0,,25.0,40.0,1.0,48.0,1.0,2.0,,1.0,2.0,2.0,1.0,,,,4.0,,2.0,,,,2.0,,,,,,,,,,M
6224.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
6225.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
6226.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,5.0,420.0,2.0,,,,,,,Male
6230.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F
6231.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,33.0,108.0,1.0,1.0,8.0,1.0,,,,Male
6232.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,29.0,264.0,1.0,1.0,8.0,2.0,,,,Male
6233.0,,1.0,,52.0,,29.0,1.0,1.0,324.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
6236.0,,1.0,,60.0,,31.0,23.0,5.0,144.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,F
6237.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,34.0,144.0,2.0,,,,,,,F
6240.0,,1.0,,70.0,,31.0,6.0,5.0,360.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,  F
6242.0,,1.0,,54.0,,4.0,30.0,1.0,6.0,2.0,2.0,,1.0,2.0,2.0,2.0,,,,,,1.0,2.0,,,1.0,21.0,24.0,,2.0,,,,,,M
6243.0,,1.0,,40.0,,40.0,5.0,4.0,24.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
6244.0,,1.0,,40.0,,40.0,16.0,4.0,360.0,1.0,1.0,4.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
6245.0,,1.0,,40.0,,4.0,37.0,1.0,48.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
6246.0,,1.0,,44.0,,31.0,7.0,1.0,5.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,1.0,16.0,40.0,F
6247.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,40.0,540.0,2.0,,,,,,,Male
6248.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,,,,,,,,,, Male
6249.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,31.0,216.0,2.0,,,,,,,Female
6251.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,Female
6254.0,,1.0,,40.0,,40.0,14.0,99.0,1.0,2.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,F
6256.0,,1.0,,40.0,,38.0,23.0,1.0,216.0,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,,,,,2.0,,,,2.0,,,,,,,,,,F
6258.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,23.0,6.0,2.0,,,,,,, Male
6259.0,,1.0,,60.0,,17.0,35.0,1.0,108.0,1.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,2.0,,,,,,,4.0,,,Male
6260.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,25.0,660.0,2.0,,,,,,, Male
6261.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
6262.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
6265.0,,1.0,,20.0,2.0,27.0,20.0,1.0,1.0,2.0,2.0,,1.0,2.0,2.0,2.0,,,,,,1.0,2.0,,,1.0,24.0,2.0,,2.0,,,4.0,,,M
6266.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,5.0,216.0,1.0,1.0,1.0,2.0,,,,Male
6268.0,,1.0,,40.0,,20.0,2.0,1.0,1.0,1.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,1.0,24.0,72.0,,1.0,5.0,2.0,,,,Male
6269.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
6270.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,28.0,240.0,2.0,,,,,,,Male
6272.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,30.0,720.0,1.0,1.0,7.0,1.0,,,,Male
6273.0,,1.0,,45.0,,4.0,10.0,5.0,96.0,2.0,2.0,,1.0,1.0,2.0,1.0,,2.0,,4.0,,1.0,2.0,,,2.0,,,,,,,,,,M
6276.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
6277.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,21.0,1.0,2.0,,,,,,,Male
6282.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
6283.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,26.0,216.0,1.0,1.0,8.0,2.0,,,, Male
6284.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
6285.0,,2.0,2.0,,2.0,40.0,16.0,1.0,4.0,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,2.0,,,,,,,,,,Female
6287.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,,,,,,,,,Female
6289.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,34.0,240.0,2.0,,,,,,,Female
6290.0,,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,24.0,48.0,2.0,,,,,,,Female 
6291.0,,1.0,,35.0,,27.0,20.0,1.0,12.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,  M
6292.0,,1.0,,11.0,2.0,40.0,12.0,2.0,4.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
6293.0,,1.0,,60.0,,29.0,1.0,1.0,18.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
6294.0,,1.0,,40.0,,98.0,98.0,1.0,36.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,4.0,180.0,,,,,,,,Female
6295.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
6296.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,2.0,480.0,2.0,,,,,,,Female
